Date,Campaign,Channel,Impressions,Clicks,Spend,Conversions,Revenue,ROI
2023-07-02,Spring Launch,Email,111823,4408,14466.46,234,15190.57,0.05
2023-10-06,Summer Promo,Display,82744,5609,6906.82,498,64921.61,8.4
2023-03-13,Black Friday,Display,125967,3925,8120.82,232,27767.2,2.419
2023-06-14,Spring Launch,Social Media,136530,9577,15169.42,963,76963.92,4.074
2023-07-03,Holiday Extravaganza,Email,60387,1756,5801.83,208,16355.28,1.819
2023-07-21,Black Friday,Search Ads,18061,747,1335.18,32,5025.8,2.764
2023-06-11,Summer Promo,Social Media,57751,3543,10309.29,256,31715.3,2.076
2023-03-10,Holiday Extravaganza,Influencer,86154,2927,2638.86,347,25382.77,8.619
2023-02-11,Holiday Extravaganza,Search Ads,120632,5336,18426.59,144,21850.32,0.186
2023-10-18,Holiday Extravaganza,Social Media,128682,6993,9766.21,180,13783.12,0.411
2023-05-04,Spring Launch,Email,20346,457,543.77,37,2123.14,2.904
2023-03-03,Back to School,Influencer,32611,1166,754.66,138,24641.84,31.653
2023-09-09,Spring Launch,Search Ads,101910,2062,3938.86,143,17975.69,3.564
2023-04-19,Holiday Extravaganza,Influencer,133223,2022,1898.17,156,18383.22,8.685
2023-10-05,Holiday Extravaganza,Search Ads,58781,4161,14093.98,114,4168.92,-0.704
2023-07-11,Summer Promo,Display,54109,3303,12163.9,335,46686.44,2.838
2023-02-02,Summer Promo,Social Media,70426,1080,4078.38,56,5463.2,0.34
2023-09-03,Holiday Extravaganza,Email,24930,1265,3771.47,118,14414.49,2.822
2023-11-29,Spring Launch,Search Ads,25744,1635,708.25,195,26123.45,35.885
2023-04-15,Spring Launch,Influencer,13487,397,480.66,8,421.03,-0.124
2023-09-27,Black Friday,Search Ads,6850,455,1728.22,16,1655.91,-0.042
2023-11-27,Holiday Extravaganza,Social Media,21352,1297,2128.52,132,20149.62,8.466
2023-10-02,Black Friday,Social Media,60449,3099,1372.13,262,26941.67,18.635
2023-11-09,Spring Launch,Email,45263,1921,3639.7,62,6315.96,0.735
2023-08-26,Holiday Extravaganza,Email,2799,152,515.59,13,1156.95,1.244
2023-04-13,Holiday Extravaganza,Influencer,110856,5411,16163.59,308,36883.89,1.282
2023-06-16,Spring Launch,Influencer,63246,1402,2643.29,44,7607.27,1.878
2023-09-20,Back to School,Search Ads,71233,1306,3576.58,105,18035.96,4.043
2023-08-17,Spring Launch,Email,109246,1360,5058.13,151,7863.35,0.555
2023-03-02,Black Friday,Display,86024,2621,8267.59,135,17680.69,1.139
2023-11-26,Back to School,Social Media,51663,3635,2014.57,136,19275.48,8.568
2023-07-03,Summer Promo,Social Media,78701,2287,6026.36,128,17151.79,1.846
2023-06-03,Back to School,Search Ads,10897,337,423.12,27,2609.81,5.168
2023-05-20,Spring Launch,Display,39800,562,1004.92,37,2840.17,1.826
2023-08-11,Black Friday,Influencer,33506,2422,7952.55,151,22961.58,1.887
2023-04-27,Back to School,Search Ads,16256,898,1816.34,66,4362.76,1.402
2023-12-07,Black Friday,Email,76725,5375,2851.79,396,30119.0,9.561
2023-11-23,Spring Launch,Social Media,64426,3180,11798.78,223,18079.84,0.532
2023-04-17,Black Friday,Email,26989,334,956.28,25,3710.15,2.88
2023-06-15,Summer Promo,Display,126812,6388,5520.07,162,15101.34,1.736
2023-04-15,Summer Promo,Display,58207,3989,3952.59,175,17019.17,3.306
2023-09-14,Summer Promo,Email,86215,1529,5141.44,45,5189.75,0.009
2023-04-10,Summer Promo,Influencer,19327,1344,490.66,95,12792.98,25.073
2023-03-03,Spring Launch,Email,66911,4233,14438.48,370,26127.69,0.81
2023-08-28,Holiday Extravaganza,Influencer,54959,2463,3071.49,224,25824.43,7.408
2023-12-02,Summer Promo,Email,94140,4358,5040.95,294,42466.23,7.424
2023-08-27,Black Friday,Search Ads,64107,1611,4461.67,149,15157.41,2.397
2023-12-23,Back to School,Email,118706,3618,3105.38,293,40908.26,12.173
2023-11-28,Black Friday,Search Ads,117642,4197,12114.18,425,75140.33,5.203
2023-08-01,Holiday Extravaganza,Display,93177,1175,3712.22,121,7386.73,0.99
2023-03-15,Back to School,Email,57512,2826,9234.03,270,29035.88,2.144
2023-07-03,Back to School,Social Media,65672,1936,5294.14,122,6996.64,0.322
2023-01-22,Spring Launch,Email,122010,7332,17052.88,853,88904.99,4.213
2023-05-15,Back to School,Email,48027,2373,3695.0,125,5411.24,0.464
2023-10-30,Holiday Extravaganza,Influencer,47033,2747,6420.93,229,10876.72,0.694
2023-01-18,Spring Launch,Search Ads,29552,1156,2523.62,118,7730.4,2.063
2023-04-30,Holiday Extravaganza,Influencer,9832,201,686.02,17,2679.76,2.906
2023-02-08,Spring Launch,Influencer,106839,6358,5711.46,132,13809.44,1.418
2023-03-03,Black Friday,Display,107021,3714,3897.62,142,8880.27,1.278
2023-12-12,Summer Promo,Social Media,44496,3307,5484.29,268,27740.86,4.058
2023-10-10,Holiday Extravaganza,Email,134981,7779,8313.75,808,122036.25,13.679
2023-04-12,Summer Promo,Email,94253,4401,3387.92,142,8194.93,1.419
2023-05-09,Black Friday,Display,102121,1850,2876.98,194,24853.89,7.639
2023-04-20,Black Friday,Social Media,122652,6799,14684.02,416,45316.88,2.086
2023-10-23,Summer Promo,Social Media,57695,883,2458.31,42,2709.48,0.102
2023-11-28,Black Friday,Influencer,101193,7140,24973.27,243,15976.94,-0.36
2023-06-19,Summer Promo,Email,142650,2037,2852.36,123,10920.6,2.829
2023-01-24,Black Friday,Email,67871,2394,4173.74,143,10722.53,1.569
2023-10-18,Holiday Extravaganza,Display,50822,2809,9740.41,75,5069.65,-0.48
2023-03-26,Back to School,Email,136788,9077,18165.35,303,14180.64,-0.219
2023-11-22,Spring Launch,Social Media,52038,3789,5852.34,333,40665.15,5.949
2023-02-01,Back to School,Email,99494,2657,6093.41,214,28657.33,3.703
2023-01-30,Holiday Extravaganza,Social Media,56304,3545,7683.85,417,42224.78,4.495
2023-05-22,Black Friday,Search Ads,78774,4511,8676.57,538,59060.19,5.807
2023-11-13,Summer Promo,Email,26341,1034,1148.05,82,10546.24,8.186
2023-02-01,Black Friday,Search Ads,147681,6395,13921.06,348,62553.29,3.493
2023-07-31,Spring Launch,Search Ads,70773,2033,4466.76,94,4568.11,0.023
2023-05-05,Holiday Extravaganza,Influencer,16109,1125,1867.04,33,1545.19,-0.172
2023-10-18,Spring Launch,Display,118676,8819,6199.28,792,116858.77,17.85
2023-08-14,Summer Promo,Display,138998,10225,32107.05,344,33248.19,0.036
2023-09-16,Holiday Extravaganza,Display,18601,483,495.74,50,3344.75,5.747
2023-10-15,Black Friday,Search Ads,34714,2462,1510.89,255,38554.05,24.517
2023-01-10,Summer Promo,Search Ads,131145,2140,7825.91,238,33852.45,3.326
2023-10-11,Summer Promo,Influencer,73600,5361,3470.64,524,68126.81,18.629
2023-06-13,Back to School,Display,26214,546,1166.35,11,1924.9,0.65
2023-07-01,Holiday Extravaganza,Influencer,14813,445,1455.82,38,3281.62,1.254
2023-10-15,Holiday Extravaganza,Influencer,136464,10072,4997.0,596,102418.66,19.496
2023-07-07,Holiday Extravaganza,Search Ads,80246,1346,4601.5,119,7895.41,0.716
2023-05-04,Summer Promo,Search Ads,124143,7774,8801.94,842,35338.45,3.015
2023-07-15,Back to School,Social Media,43607,2730,7147.89,225,36106.37,4.051
2023-12-15,Black Friday,Social Media,70891,4164,8160.12,208,29255.59,2.585
2023-01-08,Holiday Extravaganza,Search Ads,73725,1554,2781.84,161,6994.96,1.515
2023-11-24,Black Friday,Social Media,39199,2286,6938.12,228,9089.5,0.31
2023-10-26,Spring Launch,Influencer,38753,869,1315.68,88,11172.02,7.491
2023-05-10,Back to School,Search Ads,92863,2911,8007.45,223,7909.21,-0.012
2023-03-14,Summer Promo,Email,98251,3011,7962.22,174,7851.21,-0.014
2023-07-28,Summer Promo,Influencer,41690,1543,5774.88,97,7982.54,0.382
2023-08-03,Spring Launch,Search Ads,46607,1641,5905.96,187,23112.5,2.913
2023-03-27,Holiday Extravaganza,Influencer,75560,924,2769.07,44,2183.05,-0.212
2023-10-11,Spring Launch,Influencer,75394,1718,4357.29,100,8268.51,0.898
2023-04-04,Black Friday,Social Media,108108,5890,20643.05,536,52703.0,1.553
2023-03-23,Black Friday,Email,124233,2717,3729.78,191,12075.59,2.238
2023-01-26,Black Friday,Email,73372,4807,8340.92,304,42607.44,4.108
2023-06-20,Holiday Extravaganza,Display,141621,2848,8945.26,160,5927.43,-0.337
2023-05-02,Black Friday,Display,87920,6161,8088.86,297,15216.11,0.881
2023-07-04,Holiday Extravaganza,Email,118114,3257,11406.41,249,9062.51,-0.205
2023-03-09,Black Friday,Social Media,48973,2516,4981.94,175,6500.32,0.305
2023-08-24,Summer Promo,Social Media,137992,2305,6573.95,249,29241.07,3.448
2023-01-04,Summer Promo,Social Media,89003,2728,4189.79,134,8073.04,0.927
2023-03-14,Back to School,Email,33986,1936,6991.93,183,13958.41,0.996
2023-01-18,Back to School,Email,33286,1814,3217.96,172,29394.4,8.134
2023-01-17,Holiday Extravaganza,Search Ads,103191,2938,6226.35,336,29451.26,3.73
2023-11-28,Back to School,Display,123033,5816,7093.16,188,31481.42,3.438
2023-04-21,Summer Promo,Email,6934,394,735.42,26,4623.48,5.287
2023-06-14,Summer Promo,Influencer,22542,1163,2194.63,77,9172.71,3.18
2023-05-03,Spring Launch,Social Media,22996,706,2153.81,18,2045.85,-0.05
2023-06-26,Holiday Extravaganza,Social Media,111891,5321,1902.78,364,36043.4,17.942
2023-07-29,Summer Promo,Email,29457,593,476.54,27,4471.48,8.383
2023-12-24,Back to School,Display,96654,6551,19763.77,234,11938.05,-0.396
2023-05-14,Summer Promo,Influencer,27053,569,644.2,22,2828.22,3.39
2023-02-06,Black Friday,Email,47619,2290,4661.36,265,37608.84,7.068
2023-12-04,Summer Promo,Email,147122,6441,15874.17,180,14174.63,-0.107
2023-02-10,Black Friday,Influencer,118214,7579,21554.52,522,30946.72,0.436
2023-02-16,Black Friday,Influencer,119121,8191,9035.91,652,45674.25,4.055
2023-06-01,Back to School,Influencer,107875,6929,3121.86,340,22757.62,6.29
2023-05-25,Back to School,Search Ads,70917,1432,4709.53,76,9392.89,0.994
2023-03-04,Summer Promo,Influencer,94868,4108,14471.06,206,19946.63,0.378
2023-07-21,Back to School,Email,140470,4184,7606.28,340,40491.21,4.323
2023-02-09,Black Friday,Display,3103,210,328.35,16,589.26,0.795
2023-07-07,Black Friday,Influencer,1222,44,65.7,2,202.02,2.075
2023-10-25,Spring Launch,Social Media,49422,1021,1180.72,71,10552.63,7.937
2023-10-27,Back to School,Social Media,6464,283,972.47,26,949.02,-0.024
2023-07-07,Spring Launch,Email,51793,3197,4771.85,317,43220.4,8.057
2023-02-12,Black Friday,Search Ads,28676,929,3170.49,21,3013.06,-0.05
2023-08-17,Holiday Extravaganza,Email,137781,5434,8476.05,482,21086.18,1.488
2023-02-09,Spring Launch,Social Media,20021,1236,3986.62,27,2968.62,-0.255
2023-09-24,Holiday Extravaganza,Email,80074,2217,1053.16,182,32006.63,29.391
2023-05-16,Back to School,Social Media,125446,4637,5199.34,514,79173.62,14.228
2023-11-09,Black Friday,Influencer,127944,1621,2492.99,138,8374.71,2.359
2023-02-03,Summer Promo,Search Ads,18716,584,352.04,33,1902.58,4.404
2023-06-01,Summer Promo,Email,33648,2330,8605.15,65,3773.23,-0.562
2023-04-09,Holiday Extravaganza,Influencer,22178,828,446.72,44,5896.78,12.2
2023-01-22,Holiday Extravaganza,Display,131605,3431,3463.5,251,13350.39,2.855
2023-08-28,Back to School,Display,73043,1977,6327.12,44,7510.63,0.187
2023-02-27,Holiday Extravaganza,Social Media,79835,2937,4486.3,345,14106.27,2.144
2023-02-11,Spring Launch,Email,128127,2587,8710.49,195,24236.22,1.782
2023-02-15,Holiday Extravaganza,Email,24721,334,134.13,19,1854.74,12.828
2023-11-18,Holiday Extravaganza,Email,108876,6568,6071.95,565,101590.0,15.731
2023-03-11,Summer Promo,Social Media,32759,2220,7592.93,210,33836.27,3.456
2023-10-04,Summer Promo,Influencer,6148,177,581.11,8,861.65,0.483
2023-01-25,Back to School,Influencer,59103,3051,5708.57,309,49638.67,7.695
2023-01-04,Spring Launch,Display,91473,2380,7269.81,51,1802.84,-0.752
2023-01-22,Holiday Extravaganza,Search Ads,101667,3685,12137.65,311,46465.5,2.828
2023-09-27,Black Friday,Social Media,121252,2144,6141.55,66,4203.17,-0.316
2023-03-21,Summer Promo,Social Media,10608,328,460.7,32,5343.48,10.599
2023-04-01,Holiday Extravaganza,Influencer,52942,1441,4673.45,112,7836.14,0.677
2023-06-02,Black Friday,Search Ads,135961,3813,8897.96,455,29441.97,2.309
2023-01-03,Summer Promo,Search Ads,45874,1068,3262.88,39,3854.35,0.181
2023-05-02,Summer Promo,Influencer,12428,281,919.05,23,2429.76,1.644
2023-07-30,Holiday Extravaganza,Social Media,59263,2146,3132.98,149,20550.0,5.559
2023-03-16,Holiday Extravaganza,Social Media,14704,753,2816.63,49,6959.38,1.471
2023-10-08,Spring Launch,Influencer,49115,1513,3698.5,164,14402.07,2.894
2023-10-15,Spring Launch,Influencer,115297,1681,4315.41,61,7440.89,0.724
2023-02-16,Back to School,Email,118088,5436,13058.41,640,33342.57,1.553
2023-03-01,Summer Promo,Email,92258,5871,14599.15,290,15895.73,0.089
2023-04-19,Summer Promo,Display,149672,2661,5128.07,146,12891.69,1.514
2023-06-01,Black Friday,Search Ads,141117,2474,2794.14,253,35123.64,11.57
2023-08-11,Summer Promo,Email,100128,3293,11505.38,238,19504.77,0.695
2023-03-13,Back to School,Email,28360,661,1380.5,64,3530.47,1.557
2023-02-22,Holiday Extravaganza,Social Media,80591,1641,3051.5,183,31978.55,9.48
2023-05-06,Spring Launch,Email,104100,6226,22749.39,410,53379.25,1.346
2023-11-19,Back to School,Influencer,41887,2568,2883.78,102,3608.56,0.251
2023-08-21,Spring Launch,Search Ads,108160,1517,1601.74,57,3333.87,1.081
2023-06-14,Black Friday,Influencer,13576,394,1057.32,34,3046.61,1.881
2023-03-13,Spring Launch,Influencer,107137,2587,2392.07,261,43881.64,17.345
2023-02-11,Summer Promo,Influencer,2972,207,748.33,10,622.31,-0.168
2023-10-06,Spring Launch,Display,29797,1635,3776.94,85,5340.77,0.414
2023-09-15,Summer Promo,Email,98253,1722,5972.48,168,26414.26,3.423
2023-03-12,Holiday Extravaganza,Email,92153,4918,8869.0,149,22658.72,1.555
2023-05-17,Holiday Extravaganza,Influencer,47339,1268,2410.36,140,18323.98,6.602
2023-06-03,Black Friday,Display,1669,42,67.42,1,62.92,-0.067
2023-10-13,Black Friday,Display,80555,2579,2257.2,247,22220.98,8.844
2023-10-20,Black Friday,Search Ads,63975,1002,862.11,76,9280.82,9.765
2023-09-15,Summer Promo,Search Ads,19802,1368,1950.72,28,4324.91,1.217
2023-10-14,Back to School,Search Ads,97999,6426,6017.38,174,11273.29,0.873
2023-02-15,Spring Launch,Display,102323,5903,12779.82,205,18008.07,0.409
2023-02-10,Summer Promo,Influencer,114486,6602,13009.86,587,31292.48,1.405
2023-11-19,Back to School,Influencer,63605,3095,7640.74,73,12589.57,0.648
2023-08-26,Back to School,Display,113496,1985,3583.11,212,29278.09,7.171
2023-12-05,Black Friday,Social Media,105540,1577,5426.2,181,22699.33,3.183
2023-08-22,Holiday Extravaganza,Display,82292,3483,11875.09,86,12392.21,0.044
2023-09-06,Holiday Extravaganza,Email,133281,2755,10032.74,57,4571.15,-0.544
2023-07-04,Back to School,Display,87965,1298,3141.41,97,14168.13,3.51
2023-09-06,Black Friday,Search Ads,30453,640,2242.19,68,7241.44,2.23
2023-03-09,Holiday Extravaganza,Social Media,28789,1057,607.11,62,5607.54,8.236
2023-05-06,Black Friday,Email,109613,1874,7088.4,191,30041.17,3.238
2023-06-11,Back to School,Email,104696,7432,25326.96,207,29147.81,0.151
2023-06-05,Back to School,Display,149042,3688,6337.67,212,8167.95,0.289
2023-12-27,Holiday Extravaganza,Search Ads,32976,620,820.8,27,2005.17,1.443
2023-05-19,Back to School,Search Ads,132780,8441,18990.16,942,108035.1,4.689
2023-03-14,Summer Promo,Social Media,17922,979,1044.86,21,3718.3,2.559
2023-06-20,Spring Launch,Display,66694,1313,2186.48,90,14008.45,5.407
2023-02-25,Summer Promo,Influencer,148830,8973,14050.15,835,130185.0,8.266
2023-07-29,Black Friday,Social Media,82276,3800,7262.49,252,36718.11,4.056
2023-05-12,Back to School,Social Media,38234,1621,5825.6,147,13821.86,1.373
2023-06-10,Back to School,Email,56137,2640,3090.28,304,35847.6,10.6
2023-11-02,Back to School,Display,121405,4084,11305.05,192,30638.61,1.71
2023-11-06,Spring Launch,Display,138016,6040,11452.76,673,44641.95,2.898
2023-10-21,Black Friday,Influencer,60843,4309,5138.26,388,59210.46,10.523
2023-07-02,Summer Promo,Social Media,31435,1980,2750.85,162,14616.77,4.314
2023-09-07,Back to School,Influencer,78518,4105,2357.83,449,76099.28,31.275
2023-12-12,Spring Launch,Influencer,56629,3300,2098.5,364,28879.22,12.762
2023-06-17,Black Friday,Influencer,36918,1736,1766.67,151,21489.78,11.164
2023-06-18,Spring Launch,Influencer,115106,1918,1832.38,100,11207.59,5.116
2023-06-03,Black Friday,Influencer,18033,296,873.34,29,1678.64,0.922
2023-10-10,Holiday Extravaganza,Influencer,23568,739,2776.92,78,7457.74,1.686
2023-05-02,Black Friday,Influencer,107500,2512,4852.41,260,17763.46,2.661
2023-04-14,Holiday Extravaganza,Email,87735,5664,5924.34,534,23956.35,3.044
2023-03-18,Black Friday,Search Ads,76544,2249,4383.22,226,37499.63,7.555
2023-02-13,Black Friday,Email,6153,423,1392.01,41,5997.34,3.308
2023-11-07,Black Friday,Social Media,87876,2610,8508.48,157,19699.49,1.315
2023-11-13,Spring Launch,Search Ads,113283,6655,3774.37,764,56519.68,13.975
2023-01-26,Spring Launch,Search Ads,28564,991,1618.17,99,15277.33,8.441
2023-03-25,Holiday Extravaganza,Email,92382,3090,8807.77,247,24549.13,1.787
2023-01-01,Black Friday,Social Media,89196,2559,6721.7,174,9644.06,0.435
2023-11-15,Back to School,Social Media,8956,362,442.75,38,4035.48,8.115
2023-08-09,Spring Launch,Influencer,72784,1062,4010.92,101,11396.31,1.841
2023-05-02,Holiday Extravaganza,Influencer,72105,2618,2326.17,279,41296.52,16.753
2023-11-17,Holiday Extravaganza,Search Ads,27667,1247,2871.84,149,14939.73,4.202
2023-04-27,Back to School,Influencer,91717,4699,15836.59,185,19653.73,0.241
2023-06-10,Back to School,Influencer,105131,6025,9668.74,612,50330.12,4.205
2023-03-28,Back to School,Display,59582,3142,2887.28,273,38529.28,12.344
2023-06-30,Summer Promo,Influencer,144597,4177,2331.26,328,57654.64,23.731
2023-12-17,Black Friday,Social Media,125958,8368,26659.41,194,24691.55,-0.074
2023-10-16,Summer Promo,Influencer,110822,1491,5068.34,157,8949.74,0.766
2023-04-15,Black Friday,Email,8766,373,688.31,27,2554.25,2.711
2023-12-23,Black Friday,Influencer,76009,5379,8685.23,377,54759.96,5.305
2023-06-23,Spring Launch,Email,68168,3137,9695.26,68,8892.24,-0.083
2023-01-21,Summer Promo,Influencer,115638,5685,8072.6,606,33623.98,3.165
2023-04-27,Summer Promo,Email,145269,7884,23160.92,366,30566.42,0.32
2023-04-01,Spring Launch,Social Media,138824,8040,10556.19,414,37662.59,2.568
2023-01-28,Summer Promo,Search Ads,90100,1742,2357.41,131,11413.7,3.842
2023-03-17,Spring Launch,Email,77380,5624,17859.26,521,79427.71,3.447
2023-07-17,Spring Launch,Social Media,121854,8752,5117.65,208,14344.95,1.803
2023-11-12,Back to School,Display,8706,130,48.47,10,986.9,19.361
2023-12-04,Back to School,Search Ads,24056,918,2029.71,91,15045.17,6.412
2023-09-14,Holiday Extravaganza,Email,40062,2713,10230.81,88,7918.47,-0.226
2023-09-28,Black Friday,Email,120028,3338,6126.87,360,18898.62,2.085
2023-03-03,Black Friday,Social Media,89274,3238,9163.61,123,4563.52,-0.502
2023-09-05,Holiday Extravaganza,Social Media,103478,6314,9671.3,535,87872.28,8.086
2023-11-18,Spring Launch,Email,82222,5011,16321.6,582,86782.92,4.317
2023-09-16,Spring Launch,Search Ads,80757,4631,14638.61,297,26003.75,0.776
2023-01-25,Holiday Extravaganza,Social Media,62246,1478,2174.05,155,16964.8,6.803
2023-05-18,Holiday Extravaganza,Influencer,3662,261,438.83,24,3340.41,6.612
2023-01-07,Back to School,Display,49880,3674,6147.95,131,7759.4,0.262
2023-07-23,Spring Launch,Display,146943,4028,9794.85,270,25659.13,1.62
2023-08-27,Summer Promo,Social Media,60591,947,1268.2,59,5623.58,3.434
2023-04-02,Back to School,Email,120263,3533,9061.72,217,24649.86,1.72
2023-02-14,Back to School,Influencer,51671,2094,7114.37,248,40080.38,4.634
2023-01-24,Holiday Extravaganza,Email,120009,6342,23163.01,573,102764.86,3.437
2023-05-24,Back to School,Social Media,26646,1131,2861.83,135,5578.62,0.949
2023-01-26,Summer Promo,Email,88321,2680,3199.26,75,13399.27,3.188
2023-07-13,Back to School,Search Ads,68489,2365,4658.32,67,7508.13,0.612
2023-01-18,Black Friday,Influencer,146855,6852,15657.57,519,41602.19,1.657
2023-02-12,Back to School,Influencer,87152,2432,3228.36,188,21401.72,5.629
2023-04-04,Back to School,Search Ads,116929,3022,11058.51,85,12076.26,0.092
2023-10-24,Summer Promo,Display,59189,3579,12796.3,326,47702.46,2.728
2023-02-14,Holiday Extravaganza,Social Media,33714,2428,8390.27,53,3433.49,-0.591
2023-12-07,Back to School,Email,110960,2609,1590.85,203,16811.14,9.567
2023-06-18,Holiday Extravaganza,Email,133902,7261,15470.59,499,81520.03,4.269
2023-11-28,Holiday Extravaganza,Social Media,146454,7733,3911.55,429,19613.27,4.014
2023-06-23,Summer Promo,Influencer,57270,2436,3375.57,225,12162.6,2.603
2023-07-20,Back to School,Influencer,97327,5657,2228.51,468,36931.52,15.572
2023-03-21,Summer Promo,Influencer,91108,2668,7568.22,92,16126.79,1.131
2023-06-24,Back to School,Email,4961,162,216.14,7,1025.45,3.744
2023-07-22,Spring Launch,Social Media,41887,2671,6192.87,257,43921.32,6.092
2023-04-24,Back to School,Search Ads,22345,717,588.17,80,12958.39,21.032
2023-01-07,Summer Promo,Display,99015,1518,4337.3,178,9488.47,1.188
2023-09-24,Holiday Extravaganza,Social Media,103210,6092,8284.56,516,45380.28,4.478
2023-11-11,Holiday Extravaganza,Search Ads,116635,7430,5736.53,801,101143.28,16.631
2023-11-30,Back to School,Influencer,122077,8561,28695.74,319,20681.11,-0.279
2023-01-24,Summer Promo,Email,1175,41,92.27,2,222.36,1.41
2023-07-16,Holiday Extravaganza,Social Media,44426,2395,2600.91,80,4320.49,0.661
2023-05-27,Summer Promo,Email,113679,7495,3586.84,419,37114.7,9.347
2023-02-14,Spring Launch,Social Media,42552,2773,1170.98,237,12399.32,9.589
2023-04-17,Black Friday,Social Media,128399,8805,11830.86,880,122628.78,9.365
2023-01-20,Holiday Extravaganza,Display,40020,2918,9606.33,181,6434.67,-0.33
2023-10-16,Holiday Extravaganza,Influencer,10562,160,126.74,12,612.5,3.833
2023-08-14,Black Friday,Social Media,143384,3929,12844.84,79,6885.24,-0.464
2023-07-26,Holiday Extravaganza,Social Media,89167,5057,18585.78,434,47906.68,1.578
2023-02-13,Holiday Extravaganza,Display,128706,7142,16832.71,351,36152.45,1.148
2023-02-07,Summer Promo,Display,7157,348,481.74,25,2370.99,3.922
2023-06-10,Summer Promo,Display,21316,1447,1704.3,33,5825.27,2.418
2023-07-06,Black Friday,Search Ads,52576,3484,7638.21,174,24153.13,2.162
2023-02-05,Back to School,Display,60384,970,3463.1,56,3735.17,0.079
2023-09-05,Holiday Extravaganza,Display,104091,7705,15699.8,336,23277.35,0.483
2023-02-13,Holiday Extravaganza,Social Media,19847,1259,548.91,91,6107.12,10.126
2023-08-12,Holiday Extravaganza,Social Media,132243,6728,3773.13,594,52388.53,12.885
2023-02-27,Back to School,Search Ads,122110,8965,5930.04,452,15831.88,1.67
2023-04-02,Black Friday,Influencer,86221,3220,10387.56,225,24263.82,1.336
2023-08-03,Black Friday,Influencer,126294,7276,21966.43,843,98300.94,3.475
2023-04-30,Summer Promo,Search Ads,90339,1298,4509.75,29,4716.47,0.046
2023-12-14,Holiday Extravaganza,Influencer,46507,1235,3564.69,84,3361.86,-0.057
2023-07-03,Back to School,Display,109832,3846,12813.17,132,5494.23,-0.571
2023-02-08,Summer Promo,Search Ads,98532,2743,4435.76,210,8666.14,0.954
2023-06-25,Spring Launch,Social Media,4802,200,725.4,7,748.71,0.032
2023-05-24,Summer Promo,Email,51646,940,2696.61,53,7258.75,1.692
2023-11-24,Spring Launch,Display,135568,6048,18865.06,524,32201.7,0.707
2023-02-03,Black Friday,Social Media,34637,2550,5726.48,92,5002.36,-0.126
2023-05-11,Back to School,Search Ads,123374,7576,17209.42,654,95293.5,4.537
2023-05-08,Back to School,Influencer,28678,745,367.79,60,8879.22,23.142
2023-10-31,Back to School,Search Ads,35160,525,1476.53,31,1696.91,0.149
2023-02-23,Black Friday,Search Ads,119544,7260,19278.15,228,21019.72,0.09
2023-02-20,Summer Promo,Influencer,144846,4465,9194.39,140,19131.09,1.081
2023-06-03,Summer Promo,Search Ads,119674,4676,17227.85,151,13357.31,-0.225
2023-10-12,Summer Promo,Search Ads,113635,6022,18500.56,639,47930.89,1.591
2023-05-22,Spring Launch,Search Ads,30742,1278,2020.82,73,5783.68,1.862
2023-11-28,Summer Promo,Email,145036,5032,16865.27,512,43866.19,1.601
2023-01-10,Summer Promo,Search Ads,148969,7685,14454.11,388,24048.08,0.664
2023-09-14,Holiday Extravaganza,Search Ads,48420,2009,1794.01,57,7159.52,2.991
2023-09-21,Spring Launch,Email,119108,8520,21324.49,769,56328.69,1.642
2023-09-16,Back to School,Display,20283,909,1033.89,47,5537.26,4.356
2023-01-17,Summer Promo,Search Ads,53411,802,2707.97,22,1622.06,-0.401
2023-02-15,Spring Launch,Search Ads,3735,140,351.19,13,1406.8,3.006
2023-04-27,Spring Launch,Display,143644,7011,23735.01,781,65189.37,1.747
2023-04-05,Spring Launch,Email,39299,1370,2572.42,34,2142.51,-0.167
2023-02-21,Summer Promo,Search Ads,75836,5372,8497.23,599,104994.13,11.356
2023-04-18,Holiday Extravaganza,Influencer,40480,1727,4354.98,137,17725.98,3.07
2023-11-05,Holiday Extravaganza,Search Ads,58812,2586,3502.05,204,29482.26,7.419
2023-04-17,Summer Promo,Social Media,81769,5655,3481.21,165,27434.04,6.881
2023-04-28,Holiday Extravaganza,Search Ads,106332,7109,5045.82,823,38148.34,6.56
2023-05-26,Black Friday,Email,12586,275,155.71,13,1757.9,10.29
2023-07-10,Black Friday,Email,100426,6317,3683.54,427,70979.07,18.269
2023-08-15,Summer Promo,Influencer,62805,1235,3663.47,68,6272.03,0.712
2023-04-24,Spring Launch,Social Media,95105,6278,4093.16,662,58720.34,13.346
2023-05-23,Holiday Extravaganza,Display,9478,366,1358.02,24,1326.8,-0.023
2023-08-28,Spring Launch,Email,126420,3448,6263.9,249,25888.51,3.133
2023-11-05,Back to School,Email,11169,784,2042.58,56,5592.04,1.738
2023-02-25,Holiday Extravaganza,Search Ads,139130,3989,3947.41,90,4013.15,0.017
2023-06-01,Back to School,Influencer,94726,6857,18396.63,418,32768.05,0.781
2023-11-19,Back to School,Social Media,63718,4435,7054.49,152,24582.85,2.485
2023-03-22,Back to School,Social Media,29289,590,863.2,51,3579.5,3.147
2023-03-02,Holiday Extravaganza,Display,7854,385,902.25,36,3451.97,2.826
2023-12-19,Back to School,Influencer,116456,6990,14668.2,388,43062.76,1.936
