CustomerID,Tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,TechSupport,Churn
7590-C2871,24,Month-to-month,Electronic check,77.53,1923.48,Fiber optic,Yes,No
7590-C2872,23,Month-to-month,Credit card,22.58,538.49,DSL,Yes,No
7590-C2873,35,Two year,Electronic check,47.89,1627.12,No,Yes,No
7590-C2874,17,Two year,Mailed check,105.98,1744.7,DSL,No,No
7590-C2875,20,Month-to-month,Electronic check,21.45,426.13,No,Yes,Yes
7590-C2876,17,One year,Mailed check,21.93,384.81,No,No,No
7590-C2877,20,Month-to-month,Bank transfer,89.59,1833.76,DSL,Yes,No
7590-C2878,24,Month-to-month,Mailed check,106.81,2449.93,Fiber optic,No,Yes
7590-C2879,36,One year,Credit card,34.91,1271.46,DSL,No,No
7590-C2880,47,One year,Electronic check,29.47,1359.94,Fiber optic,No,No
7590-C2881,40,Month-to-month,Mailed check,83.08,3293.61,Fiber optic,Yes,Yes
7590-C2882,50,Month-to-month,Mailed check,102.45,5301.21,DSL,No,No
7590-C2883,72,Month-to-month,Electronic check,99.8,6836.55,No,Yes,Yes
7590-C2884,44,Month-to-month,Credit card,49.08,2220.46,No,Yes,No
7590-C2885,35,Month-to-month,Mailed check,105.96,3854.52,No,Yes,Yes
7590-C2886,2,One year,Bank transfer,39.08,78.07,No,No,Yes
7590-C2887,47,One year,Credit card,101.99,4746.43,No,No,No
7590-C2888,17,One year,Credit card,38.37,629.32,No,Yes,No
7590-C2889,22,Month-to-month,Bank transfer,42.82,898.18,DSL,No,No
7590-C2890,4,Two year,Electronic check,68.85,276.35,No,No,No
7590-C2891,14,Month-to-month,Credit card,112.21,1574.4,DSL,Yes,Yes
7590-C2892,4,Month-to-month,Credit card,49.59,202.94,DSL,Yes,Yes
7590-C2893,65,One year,Credit card,40.97,2635.04,DSL,Yes,No
7590-C2894,65,Two year,Credit card,101.96,6652.34,Fiber optic,Yes,No
7590-C2895,6,Month-to-month,Electronic check,94.04,554.62,DSL,No,Yes
7590-C2896,36,Month-to-month,Bank transfer,98.19,3457.29,Fiber optic,No,No
7590-C2897,24,Month-to-month,Electronic check,72.34,1774.51,DSL,No,Yes
7590-C2898,16,Two year,Credit card,31.75,521.71,DSL,Yes,No
7590-C2899,36,Two year,Bank transfer,69.23,2459.92,Fiber optic,Yes,No
7590-C2900,1,One year,Electronic check,27.36,26.93,DSL,Yes,Yes
7590-C2901,4,Two year,Mailed check,20.84,80.67,No,Yes,No
7590-C2902,55,Month-to-month,Credit card,102.37,5888.34,DSL,No,Yes
7590-C2903,32,Month-to-month,Mailed check,70.26,2354.55,Fiber optic,No,Yes
7590-C2904,44,Month-to-month,Bank transfer,116.54,5039.23,DSL,No,No
7590-C2905,22,One year,Mailed check,90.69,1967.57,Fiber optic,No,No
7590-C2906,23,Two year,Mailed check,60.34,1380.23,DSL,Yes,No
7590-C2907,22,Month-to-month,Electronic check,56.84,1260.05,No,Yes,No
7590-C2908,64,Month-to-month,Mailed check,31.73,1940.14,Fiber optic,No,No
7590-C2909,68,Month-to-month,Bank transfer,39.95,2727.46,No,Yes,No
7590-C2910,18,Two year,Bank transfer,102.6,,No,No,No
7590-C2911,42,One year,Credit card,51.7,2101.72,DSL,No,No
7590-C2912,42,Two year,Mailed check,71.03,2870.21,DSL,Yes,No
7590-C2913,47,Two year,Bank transfer,74.7,3442.25,No,Yes,No
7590-C2914,41,Month-to-month,Mailed check,45.81,1887.77,Fiber optic,No,Yes
7590-C2915,23,Month-to-month,Electronic check,57.93,1275.85,DSL,Yes,Yes
7590-C2916,2,Two year,Credit card,51.88,106.75,Fiber optic,Yes,No
7590-C2917,8,Month-to-month,Electronic check,82.13,685.44,DSL,No,No
7590-C2918,46,One year,Mailed check,60.06,2724.85,No,Yes,No
7590-C2919,68,Month-to-month,Mailed check,64.69,4269.52,DSL,Yes,No
7590-C2920,69,One year,Bank transfer,30.38,2095.83,Fiber optic,Yes,No
7590-C2921,64,One year,Bank transfer,56.7,3710.23,DSL,No,No
7590-C2922,9,Month-to-month,Credit card,96.03,884.58,No,Yes,No
7590-C2923,3,One year,Credit card,73.35,225.44,Fiber optic,Yes,No
7590-C2924,52,Month-to-month,Electronic check,99.52,5197.48,Fiber optic,No,No
7590-C2925,5,One year,Electronic check,60.94,297.97,No,No,Yes
7590-C2926,25,Month-to-month,Mailed check,97.08,2509.34,DSL,Yes,Yes
7590-C2927,11,Month-to-month,Mailed check,48.31,531.2,Fiber optic,No,No
7590-C2928,70,Two year,Credit card,33.25,2318.2,Fiber optic,Yes,No
7590-C2929,41,One year,Bank transfer,52.73,2171.68,DSL,Yes,No
7590-C2930,15,Month-to-month,Mailed check,106.64,1586.38,Fiber optic,No,No
7590-C2931,29,Month-to-month,Bank transfer,31.77,953.88,DSL,Yes,No
7590-C2932,46,Month-to-month,Electronic check,33.98,1609.12,No,Yes,No
7590-C2933,62,Month-to-month,Mailed check,33.26,2138.88,DSL,Yes,No
7590-C2934,72,Month-to-month,Electronic check,95.59,6613.2,DSL,Yes,Yes
7590-C2935,9,Month-to-month,Mailed check,56.14,485.08,DSL,No,No
7590-C2936,50,One year,Electronic check,111.53,5579.42,No,No,No
7590-C2937,17,One year,Mailed check,20.63,359.77,No,No,No
7590-C2938,53,One year,Bank transfer,54.02,2897.17,No,No,No
7590-C2939,12,Two year,Bank transfer,25.79,316.99,No,No,No
7590-C2940,11,Two year,Electronic check,98.37,1081.99,No,Yes,No
7590-C2941,40,Two year,Electronic check,111.22,4382.71,DSL,No,Yes
7590-C2942,17,Two year,Mailed check,96.35,1698.94,Fiber optic,No,No
7590-C2943,10,Month-to-month,Credit card,69.48,717.94,DSL,No,No
7590-C2944,56,One year,Mailed check,96.96,5241.9,DSL,No,No
7590-C2945,57,Two year,Bank transfer,26.22,1539.48,Fiber optic,No,No
7590-C2946,40,Month-to-month,Mailed check,47.91,1833.66,No,Yes,Yes
7590-C2947,56,Month-to-month,Mailed check,117.37,6422.41,Fiber optic,Yes,No
7590-C2948,69,Month-to-month,Electronic check,61.16,4329.64,DSL,Yes,Yes
7590-C2949,48,Month-to-month,Bank transfer,111.71,5140.51,No,No,No
7590-C2950,34,One year,Electronic check,78.35,2615.19,Fiber optic,Yes,No
7590-C2951,8,Month-to-month,Electronic check,97.41,799.53,No,Yes,No
7590-C2952,58,Month-to-month,Bank transfer,113.53,6627.91,No,No,Yes
7590-C2953,39,Month-to-month,Mailed check,29.0,1105.23,Fiber optic,No,Yes
7590-C2954,36,Two year,Bank transfer,51.89,1860.35,No,Yes,No
7590-C2955,20,Two year,Credit card,95.39,1877.68,Fiber optic,No,No
7590-C2956,46,Month-to-month,Bank transfer,60.52,2717.11,DSL,No,No
7590-C2957,20,Month-to-month,Electronic check,77.41,1528.82,Fiber optic,Yes,No
7590-C2958,45,One year,Electronic check,78.3,3672.78,Fiber optic,Yes,No
7590-C2959,60,Month-to-month,Credit card,69.28,4328.02,Fiber optic,No,No
7590-C2960,19,Month-to-month,Electronic check,101.71,2011.92,Fiber optic,Yes,Yes
7590-C2961,45,Month-to-month,Electronic check,30.65,1431.84,No,Yes,No
7590-C2962,46,One year,Mailed check,105.51,4865.25,No,Yes,No
7590-C2963,70,Month-to-month,Mailed check,108.32,7851.5,DSL,Yes,No
7590-C2964,5,Month-to-month,Mailed check,39.04,188.87,DSL,No,No
7590-C2965,72,Month-to-month,Mailed check,45.75,3223.9,No,No,No
7590-C2966,70,Two year,Mailed check,68.6,4983.69,No,Yes,No
7590-C2967,8,One year,Mailed check,100.22,816.03,Fiber optic,Yes,No
7590-C2968,48,Two year,Bank transfer,29.43,1353.75,No,Yes,No
7590-C2969,25,Month-to-month,Mailed check,25.7,652.3,DSL,No,No
7590-C2970,63,Month-to-month,Bank transfer,97.26,6392.7,Fiber optic,Yes,Yes
7590-C2971,35,Month-to-month,Electronic check,76.71,2592.56,DSL,Yes,No
7590-C2972,43,One year,Credit card,102.85,4403.61,Fiber optic,Yes,No
7590-C2973,47,Month-to-month,Mailed check,82.83,3852.83,DSL,No,Yes
7590-C2974,21,One year,Credit card,62.47,1314.42,No,No,No
7590-C2975,50,Month-to-month,Bank transfer,104.72,5480.51,No,No,No
7590-C2976,2,Month-to-month,Credit card,110.29,216.58,Fiber optic,No,Yes
7590-C2977,71,Two year,Electronic check,84.16,6169.36,No,No,No
7590-C2978,14,One year,Electronic check,34.91,497.49,Fiber optic,Yes,No
7590-C2979,60,Month-to-month,Bank transfer,82.57,5167.77,DSL,No,No
7590-C2980,61,Two year,Electronic check,42.64,2639.87,DSL,Yes,No
7590-C2981,42,Two year,Electronic check,76.85,3332.2,No,Yes,No
7590-C2982,67,Month-to-month,Mailed check,94.58,6480.75,No,No,Yes
7590-C2983,68,Two year,Mailed check,103.2,6793.76,No,Yes,No
7590-C2984,55,Two year,Electronic check,107.53,6059.63,Fiber optic,No,No
7590-C2985,55,Month-to-month,Mailed check,63.51,3369.86,Fiber optic,No,Yes
7590-C2986,11,Month-to-month,Credit card,79.46,909.79,DSL,Yes,No
7590-C2987,17,One year,Mailed check,71.7,1256.36,Fiber optic,No,No
7590-C2988,44,Month-to-month,Bank transfer,114.84,4994.38,No,No,No
7590-C2989,61,Month-to-month,Bank transfer,68.22,4003.02,No,No,No
7590-C2990,46,One year,Bank transfer,116.41,5529.91,DSL,No,No
7590-C2991,7,Month-to-month,Mailed check,76.05,537.28,No,No,No
7590-C2992,29,Two year,Credit card,106.14,2992.03,Fiber optic,Yes,No
7590-C2993,47,Month-to-month,Credit card,105.88,4817.82,DSL,Yes,No
7590-C2994,56,One year,Bank transfer,38.23,2153.23,No,Yes,No
7590-C2995,49,Two year,Credit card,68.93,3274.31,No,Yes,No
7590-C2996,55,One year,Bank transfer,94.09,5143.85,DSL,No,No
7590-C2997,8,Month-to-month,Bank transfer,97.51,741.82,No,Yes,Yes
7590-C2998,8,Month-to-month,Electronic check,45.46,367.39,Fiber optic,Yes,Yes
7590-C2999,33,One year,Electronic check,57.35,1909.33,Fiber optic,Yes,No
7590-C3000,53,Month-to-month,Electronic check,115.72,6257.97,Fiber optic,No,Yes
7590-C3001,69,Two year,Electronic check,67.8,4685.9,DSL,No,No
7590-C3002,7,Two year,Credit card,32.23,218.08,No,Yes,No
7590-C3003,52,Two year,Bank transfer,82.71,4154.88,No,No,No
7590-C3004,1,Two year,Electronic check,58.64,60.29,DSL,No,Yes
7590-C3005,37,Month-to-month,Electronic check,106.81,4001.15,No,No,No
7590-C3006,14,Two year,Credit card,52.98,762.73,DSL,Yes,No
7590-C3007,67,Two year,Electronic check,26.69,1717.23,No,No,No
7590-C3008,68,Two year,Electronic check,100.26,6554.61,Fiber optic,Yes,No
7590-C3009,52,Month-to-month,Credit card,56.88,2901.31,DSL,No,No
7590-C3010,71,Month-to-month,Electronic check,111.11,8121.38,Fiber optic,Yes,No
7590-C3011,17,One year,Mailed check,21.87,364.06,Fiber optic,Yes,No
7590-C3012,28,Two year,Bank transfer,76.29,2050.16,DSL,No,No
7590-C3013,61,Month-to-month,Electronic check,88.26,5349.59,DSL,Yes,Yes
7590-C3014,51,One year,Credit card,64.28,3290.68,DSL,No,No
7590-C3015,6,Month-to-month,Credit card,65.1,403.38,Fiber optic,No,No
7590-C3016,22,One year,Bank transfer,37.29,839.77,DSL,Yes,No
7590-C3017,41,Month-to-month,Bank transfer,99.68,4154.46,No,Yes,Yes
7590-C3018,40,One year,Credit card,92.22,3829.89,Fiber optic,Yes,No
7590-C3019,3,Two year,Mailed check,113.23,332.04,No,Yes,No
7590-C3020,56,Month-to-month,Mailed check,98.24,5459.54,No,Yes,No
7590-C3021,71,One year,Mailed check,90.63,6720.48,DSL,Yes,No
7590-C3022,39,Month-to-month,Mailed check,66.77,2486.9,DSL,No,Yes
7590-C3023,57,Month-to-month,Electronic check,83.83,4809.07,DSL,Yes,No
7590-C3024,51,Month-to-month,Mailed check,44.55,2359.15,No,Yes,Yes
7590-C3025,6,One year,Credit card,68.07,399.59,No,No,No
7590-C3026,24,One year,Credit card,104.87,2569.79,No,No,No
7590-C3027,44,Month-to-month,Bank transfer,111.69,5142.04,DSL,Yes,Yes
7590-C3028,33,Month-to-month,Bank transfer,117.34,3713.16,No,No,No
7590-C3029,47,One year,Bank transfer,24.84,1157.75,No,No,No
7590-C3030,16,Two year,Electronic check,48.64,759.67,No,Yes,No
7590-C3031,29,Two year,Bank transfer,72.78,,No,No,Yes
7590-C3032,42,Month-to-month,Bank transfer,63.0,2545.36,DSL,Yes,Yes
7590-C3033,42,One year,Bank transfer,84.18,3443.0,DSL,Yes,No
7590-C3034,65,Two year,Electronic check,98.65,6427.24,No,No,No
7590-C3035,20,Month-to-month,Credit card,73.96,1437.59,DSL,No,Yes
7590-C3036,3,Two year,Mailed check,110.18,330.28,DSL,No,No
7590-C3037,2,Month-to-month,Electronic check,83.25,169.36,Fiber optic,Yes,Yes
7590-C3038,10,One year,Credit card,38.28,383.33,DSL,No,No
7590-C3039,55,Two year,Electronic check,89.8,4729.35,Fiber optic,Yes,No
7590-C3040,4,Month-to-month,Electronic check,31.59,123.77,DSL,No,Yes
7590-C3041,58,Month-to-month,Mailed check,45.4,2649.12,Fiber optic,Yes,Yes
7590-C3042,71,Month-to-month,Mailed check,54.4,3841.93,DSL,Yes,No
7590-C3043,42,Month-to-month,Bank transfer,42.68,1871.38,No,Yes,Yes
7590-C3044,53,Month-to-month,Electronic check,20.67,1137.24,Fiber optic,No,No
7590-C3045,30,One year,Credit card,24.86,765.23,No,Yes,No
7590-C3046,45,Two year,Mailed check,109.48,4974.77,DSL,No,No
7590-C3047,70,Month-to-month,Bank transfer,97.77,6608.79,Fiber optic,No,No
7590-C3048,5,Month-to-month,Bank transfer,111.55,555.64,No,No,Yes
7590-C3049,33,Month-to-month,Bank transfer,114.33,3683.45,Fiber optic,Yes,No
7590-C3050,34,Month-to-month,Mailed check,110.27,3811.23,Fiber optic,No,No
7590-C3051,37,Two year,Mailed check,69.8,2646.83,No,Yes,Yes
7590-C3052,50,One year,Credit card,103.63,5064.59,No,No,No
7590-C3053,7,Month-to-month,Mailed check,24.29,164.09,Fiber optic,Yes,Yes
7590-C3054,51,Month-to-month,Bank transfer,30.42,1603.56,No,Yes,Yes
7590-C3055,19,One year,Bank transfer,72.08,1340.5,Fiber optic,Yes,No
7590-C3056,4,Month-to-month,Credit card,99.71,406.38,Fiber optic,Yes,Yes
7590-C3057,54,Month-to-month,Mailed check,61.49,3445.53,Fiber optic,Yes,No
7590-C3058,37,Month-to-month,Mailed check,61.5,2231.27,Fiber optic,No,Yes
7590-C3059,37,Two year,Credit card,111.3,4218.96,DSL,Yes,No
7590-C3060,59,Month-to-month,Electronic check,45.63,2594.51,No,No,No
7590-C3061,70,Month-to-month,Electronic check,109.94,7435.25,DSL,Yes,Yes
7590-C3062,22,One year,Electronic check,73.86,1630.72,Fiber optic,No,No
7590-C3063,40,Two year,Mailed check,39.73,1530.57,DSL,Yes,No
7590-C3064,68,Month-to-month,Mailed check,72.39,4863.95,No,Yes,No
7590-C3065,38,One year,Mailed check,98.36,3772.65,No,Yes,No
7590-C3066,36,Two year,Credit card,93.78,3412.4,DSL,Yes,No
7590-C3067,15,Two year,Bank transfer,42.6,644.63,No,No,Yes
7590-C3068,7,Two year,Bank transfer,117.97,850.94,DSL,Yes,No
7590-C3069,15,One year,Electronic check,94.48,1465.32,No,Yes,No
7590-C3070,21,Month-to-month,Credit card,95.03,1973.12,DSL,Yes,Yes
7590-C3071,28,Month-to-month,Electronic check,50.44,1404.12,No,Yes,No
7590-C3072,28,Month-to-month,Credit card,36.21,991.93,DSL,Yes,Yes
7590-C3073,44,One year,Electronic check,66.39,3012.34,DSL,Yes,No
7590-C3074,43,Month-to-month,Mailed check,21.94,918.6,Fiber optic,No,No
7590-C3075,51,Month-to-month,Electronic check,36.78,1964.64,No,No,No
7590-C3076,13,Two year,Mailed check,28.11,361.01,DSL,Yes,No
7590-C3077,9,One year,Mailed check,96.23,896.32,No,No,No
7590-C3078,33,Month-to-month,Bank transfer,39.0,1271.46,DSL,No,Yes
7590-C3079,15,One year,Bank transfer,114.49,,Fiber optic,No,No
7590-C3080,1,Month-to-month,Credit card,77.86,80.72,Fiber optic,Yes,No
7590-C3081,16,Month-to-month,Credit card,75.08,1169.93,DSL,Yes,Yes
7590-C3082,69,Month-to-month,Bank transfer,36.28,2539.27,DSL,Yes,No
7590-C3083,8,Month-to-month,Bank transfer,57.93,455.51,DSL,Yes,No
7590-C3084,44,Month-to-month,Bank transfer,70.25,2954.13,No,Yes,Yes
7590-C3085,54,Month-to-month,Mailed check,53.48,3000.43,No,Yes,Yes
7590-C3086,9,Month-to-month,Credit card,112.25,996.34,No,Yes,No
7590-C3087,8,One year,Credit card,111.29,918.13,No,No,No
7590-C3088,20,Month-to-month,Mailed check,66.08,1272.44,DSL,No,No
7590-C3089,30,One year,Mailed check,94.81,2845.96,DSL,No,No
7590-C3090,30,Two year,Credit card,40.68,1242.13,Fiber optic,Yes,No
7590-C3091,26,Month-to-month,Credit card,100.58,2590.2,Fiber optic,Yes,No
7590-C3092,61,Month-to-month,Bank transfer,23.0,1363.5,DSL,No,No
7590-C3093,9,Two year,Electronic check,56.31,484.23,DSL,No,No
7590-C3094,16,Month-to-month,Credit card,28.53,447.66,DSL,Yes,Yes
7590-C3095,36,One year,Bank transfer,82.31,2984.71,Fiber optic,Yes,No
7590-C3096,48,One year,Electronic check,33.68,1596.87,Fiber optic,No,No
7590-C3097,32,One year,Electronic check,57.94,1773.53,DSL,No,No
7590-C3098,58,Month-to-month,Bank transfer,57.85,3270.11,DSL,No,No
7590-C3099,11,Two year,Bank transfer,110.97,1247.85,DSL,No,No
7590-C3100,49,Month-to-month,Electronic check,68.16,3405.01,No,No,No
7590-C3101,51,Month-to-month,Bank transfer,50.73,2589.49,No,Yes,No
7590-C3102,6,Two year,Bank transfer,84.01,486.94,No,No,No
7590-C3103,69,Month-to-month,Bank transfer,48.68,3207.65,Fiber optic,Yes,No
7590-C3104,31,Month-to-month,Credit card,82.75,2572.21,DSL,No,No
7590-C3105,18,Two year,Electronic check,59.09,1020.01,No,No,No
7590-C3106,55,One year,Electronic check,87.21,4920.98,DSL,No,No
7590-C3107,38,Month-to-month,Electronic check,99.39,3778.68,No,No,No
7590-C3108,42,Month-to-month,Electronic check,82.35,3565.0,Fiber optic,No,Yes
7590-C3109,64,One year,Bank transfer,29.11,1944.76,DSL,No,No
7590-C3110,11,Month-to-month,Electronic check,93.09,1031.06,Fiber optic,No,Yes
7590-C3111,37,Two year,Bank transfer,30.66,1104.69,DSL,No,No
7590-C3112,5,One year,Electronic check,50.76,247.96,No,Yes,No
7590-C3113,4,Two year,Bank transfer,107.6,415.93,DSL,No,No
7590-C3114,47,Month-to-month,Electronic check,35.81,1600.4,No,Yes,Yes
7590-C3115,9,Two year,Credit card,29.57,263.54,Fiber optic,Yes,No
7590-C3116,27,One year,Credit card,48.75,1310.78,DSL,No,No
7590-C3117,5,One year,Mailed check,59.94,298.46,No,Yes,No
7590-C3118,61,Month-to-month,Electronic check,30.11,1806.29,No,No,No
7590-C3119,44,Two year,Mailed check,115.97,5254.96,Fiber optic,No,No
7590-C3120,38,Month-to-month,Mailed check,92.07,3595.29,No,Yes,No
7590-C3121,58,One year,Bank transfer,35.04,1965.51,DSL,Yes,No
7590-C3122,66,Month-to-month,Credit card,37.68,2422.09,DSL,Yes,Yes
7590-C3123,10,One year,Mailed check,102.38,992.66,DSL,No,No
7590-C3124,37,Month-to-month,Mailed check,72.32,2598.67,Fiber optic,No,No
7590-C3125,4,Month-to-month,Credit card,90.73,369.2,DSL,Yes,Yes
7590-C3126,9,One year,Credit card,101.55,917.95,DSL,Yes,No
7590-C3127,63,Month-to-month,Mailed check,60.61,3833.79,DSL,No,No
7590-C3128,71,Month-to-month,Bank transfer,78.12,5511.72,No,No,Yes
7590-C3129,52,One year,Mailed check,67.47,3359.1,DSL,Yes,No
7590-C3130,53,Month-to-month,Bank transfer,42.86,2247.96,DSL,No,No
7590-C3131,38,Month-to-month,Mailed check,46.6,1711.75,Fiber optic,Yes,Yes
7590-C3132,56,One year,Credit card,31.95,1840.29,Fiber optic,No,No
7590-C3133,50,Month-to-month,Bank transfer,97.41,4978.06,No,Yes,No
7590-C3134,37,Two year,Bank transfer,101.02,3704.7,Fiber optic,No,Yes
7590-C3135,8,Month-to-month,Credit card,66.7,523.4,No,Yes,No
7590-C3136,12,One year,Mailed check,82.82,1017.65,DSL,Yes,No
7590-C3137,68,One year,Mailed check,20.33,1402.68,No,Yes,No
7590-C3138,20,Month-to-month,Credit card,70.08,1383.94,DSL,No,No
7590-C3139,53,Month-to-month,Credit card,57.96,3065.2,No,Yes,No
7590-C3140,20,One year,Electronic check,63.94,1269.16,Fiber optic,Yes,No
7590-C3141,71,Month-to-month,Bank transfer,76.79,5224.47,No,Yes,No
7590-C3142,43,Month-to-month,Bank transfer,75.17,3237.58,Fiber optic,Yes,Yes
7590-C3143,48,Month-to-month,Bank transfer,52.38,2637.69,No,Yes,No
7590-C3144,66,One year,Bank transfer,46.95,3031.59,No,Yes,No
7590-C3145,11,One year,Credit card,87.9,986.74,Fiber optic,No,No
7590-C3146,38,One year,Credit card,55.84,2139.86,Fiber optic,No,Yes
7590-C3147,13,Month-to-month,Credit card,37.3,483.87,DSL,No,No
7590-C3148,37,Two year,Electronic check,103.07,3642.83,DSL,No,No
7590-C3149,5,Month-to-month,Electronic check,107.43,557.46,Fiber optic,Yes,No
7590-C3150,17,One year,Mailed check,52.51,917.47,DSL,Yes,No
7590-C3151,31,Month-to-month,Electronic check,101.78,3127.46,No,Yes,Yes
7590-C3152,42,One year,Credit card,51.5,2267.44,Fiber optic,Yes,No
7590-C3153,60,Two year,Electronic check,81.47,5083.33,DSL,No,No
7590-C3154,37,Month-to-month,Electronic check,96.57,3603.12,No,No,Yes
7590-C3155,50,One year,Credit card,21.24,1020.56,DSL,No,No
7590-C3156,45,One year,Mailed check,21.82,1006.9,Fiber optic,Yes,No
7590-C3157,48,Month-to-month,Bank transfer,85.13,4235.53,No,Yes,No
7590-C3158,56,Month-to-month,Mailed check,95.37,5437.65,DSL,Yes,Yes
7590-C3159,3,Two year,Electronic check,43.03,125.28,Fiber optic,No,No
7590-C3160,68,Month-to-month,Mailed check,35.93,2447.06,No,Yes,Yes
7590-C3161,20,Two year,Credit card,109.96,2308.51,DSL,Yes,No
7590-C3162,21,Two year,Bank transfer,29.66,653.66,No,Yes,No
7590-C3163,44,Month-to-month,Credit card,51.95,2260.16,Fiber optic,No,No
7590-C3164,67,Month-to-month,Electronic check,51.04,3357.16,No,No,Yes
7590-C3165,14,Two year,Electronic check,94.36,1379.13,Fiber optic,Yes,No
7590-C3166,58,Two year,Electronic check,30.44,1697.04,DSL,No,No
7590-C3167,36,One year,Credit card,84.77,3169.18,DSL,Yes,No
7590-C3168,40,Month-to-month,Mailed check,23.13,933.24,DSL,No,No
7590-C3169,42,Month-to-month,Electronic check,115.14,4816.51,Fiber optic,No,Yes
7590-C3170,57,One year,Mailed check,59.48,3287.18,No,Yes,No
7590-C3171,36,Month-to-month,Mailed check,55.07,2038.72,Fiber optic,No,Yes
7590-C3172,9,Month-to-month,Mailed check,52.57,488.89,Fiber optic,Yes,Yes
7590-C3173,45,Month-to-month,Electronic check,20.06,945.12,Fiber optic,Yes,Yes
7590-C3174,55,Month-to-month,Credit card,98.31,5598.14,Fiber optic,No,Yes
7590-C3175,55,Two year,Mailed check,31.16,1723.2,DSL,Yes,No
7590-C3176,31,Month-to-month,Credit card,34.45,1117.43,DSL,Yes,No
7590-C3177,65,Month-to-month,Credit card,40.92,2754.24,Fiber optic,Yes,No
7590-C3178,35,One year,Bank transfer,62.73,2288.25,Fiber optic,Yes,No
7590-C3179,64,Month-to-month,Bank transfer,102.01,6785.06,DSL,Yes,Yes
7590-C3180,55,Two year,Bank transfer,85.87,4727.08,No,No,No
7590-C3181,63,One year,Mailed check,80.01,5261.23,DSL,No,No
7590-C3182,3,One year,Credit card,90.42,284.55,No,Yes,No
7590-C3183,20,Month-to-month,Bank transfer,36.31,728.81,Fiber optic,Yes,Yes
7590-C3184,8,Month-to-month,Mailed check,90.54,691.85,Fiber optic,Yes,No
7590-C3185,2,Month-to-month,Electronic check,28.91,58.63,Fiber optic,No,Yes
7590-C3186,8,Two year,Mailed check,32.4,264.85,No,Yes,No
7590-C3187,43,Month-to-month,Mailed check,81.86,3384.15,DSL,Yes,Yes
7590-C3188,51,Month-to-month,Credit card,33.67,1752.08,DSL,No,No
7590-C3189,34,Month-to-month,Bank transfer,64.69,2118.08,DSL,Yes,No
7590-C3190,66,One year,Bank transfer,59.47,4114.08,Fiber optic,No,No
7590-C3191,43,One year,Electronic check,92.29,4085.53,DSL,Yes,No
7590-C3192,6,Month-to-month,Mailed check,27.78,168.0,Fiber optic,Yes,Yes
7590-C3193,46,Month-to-month,Mailed check,103.62,4702.38,No,No,Yes
7590-C3194,53,Month-to-month,Electronic check,116.85,6036.3,Fiber optic,Yes,No
7590-C3195,36,One year,Electronic check,33.74,1256.98,No,No,No
7590-C3196,9,Month-to-month,Mailed check,76.78,718.74,DSL,Yes,Yes
7590-C3197,64,Month-to-month,Credit card,81.82,5482.9,DSL,No,No
7590-C3198,55,Month-to-month,Mailed check,93.55,5313.27,No,Yes,No
7590-C3199,18,Month-to-month,Credit card,117.87,2216.49,No,No,Yes
7590-C3200,45,Two year,Credit card,76.68,3516.88,DSL,No,No
7590-C3201,70,Month-to-month,Mailed check,104.61,6974.81,Fiber optic,No,No
7590-C3202,36,One year,Electronic check,46.52,1621.21,Fiber optic,Yes,No
7590-C3203,33,Month-to-month,Electronic check,116.43,3730.07,No,Yes,No
7590-C3204,40,Month-to-month,Credit card,98.51,3818.83,DSL,No,No
7590-C3205,6,Month-to-month,Credit card,61.51,381.47,Fiber optic,Yes,No
7590-C3206,68,Two year,Mailed check,45.58,3253.49,Fiber optic,No,No
7590-C3207,63,Two year,Bank transfer,109.52,7073.69,No,No,No
7590-C3208,6,One year,Credit card,47.52,279.55,DSL,Yes,No
7590-C3209,51,One year,Bank transfer,89.63,4541.44,DSL,Yes,No
7590-C3210,11,Two year,Bank transfer,48.05,539.24,DSL,No,No
7590-C3211,69,One year,Credit card,52.23,3752.78,No,Yes,No
7590-C3212,50,Month-to-month,Electronic check,22.2,1054.55,Fiber optic,Yes,No
7590-C3213,5,Month-to-month,Credit card,30.43,158.38,DSL,Yes,Yes
7590-C3214,51,Two year,Bank transfer,70.53,3431.15,No,Yes,No
7590-C3215,26,Month-to-month,Credit card,24.24,639.0,Fiber optic,No,No
7590-C3216,44,Month-to-month,Bank transfer,31.29,1415.72,Fiber optic,No,Yes
7590-C3217,11,One year,Electronic check,40.72,442.26,DSL,Yes,No
7590-C3218,44,Month-to-month,Electronic check,25.42,1139.54,No,Yes,No
7590-C3219,14,One year,Mailed check,76.48,1079.7,Fiber optic,Yes,No
7590-C3220,69,Two year,Mailed check,92.74,6260.71,DSL,No,No
7590-C3221,35,Two year,Electronic check,49.07,1643.11,DSL,Yes,No
7590-C3222,20,One year,Bank transfer,43.03,841.28,No,Yes,No
7590-C3223,58,One year,Bank transfer,70.74,3933.26,DSL,No,No
7590-C3224,70,Month-to-month,Credit card,93.13,6343.21,Fiber optic,Yes,No
7590-C3225,36,Month-to-month,Electronic check,117.68,4208.31,DSL,Yes,No
7590-C3226,47,Two year,Bank transfer,45.29,2166.44,DSL,Yes,No
7590-C3227,39,Month-to-month,Electronic check,47.94,1931.04,DSL,Yes,No
7590-C3228,59,Two year,Credit card,44.97,2742.06,Fiber optic,No,No
7590-C3229,67,One year,Credit card,98.11,6258.73,Fiber optic,No,No
